Grid_Index,Advisor_2_Rating
0,0.7167167167167167
1,0.35035035035035034
2,0.3908908908908909
3,0.3908908908908909
4,0.8033033033033032
5,0.9844844844844844
6,0.06156156156156156
7,0.004785219646626858
8,0.44794794794794796
9,0.55005005005005
10,0.9159159159159158
11,0.991991991991992
12,0.9159159159159158
13,0.7167167167167167
14,0.32182182182182184
15,0.8238238238238238
16,0.057057057057057055
17,0.6921921921921922
18,0.7052052052052051
19,0.8443443443443444
20,0.6546546546546547
21,0.14564564564564564
22,0.022022022022022022
23,0.6546546546546547
24,0.7412412412412412
25,0.5574122767105224
26,0.24674674674674674
27,0.6801801801801801
28,0.35035035035035034
29,0.24674674674674674
30,0.06606606606606608
31,0.6546546546546547
32,0.9829829829829829
33,0.18218218218218218
34,0.28728728728728725
35,0.5240240240240239
36,0.996289196630566
37,0.1946946946946947
38,0.7547547547547548
39,0.3908908908908909
40,0.04704704704704705
41,0.8133133133133132
42,0.09409409409409408
43,0.7547547547547548
44,0.6546546546546547
45,0.08358358358358359
46,0.9454454454454454
47,0.3698698698698699
48,0.03553553553553554
49,0.4244244244244244
50,0.005947521344900753
51,0.8643643643643644
52,0.9344344344344344
53,0.7912912912912913
54,0.2017017017017017
55,0.9219219219219219
56,0.6801801801801801
57,0.10160160160160159
58,0.055055055055055056
59,0.8443443443443444
60,0.32182182182182184
61,0.3323323323323323
62,0.55005005005005
63,0.55005005005005
64,0.4974974974974975
65,0.642142142142142
66,0.5625625625625625
67,0.9284284284284284
68,0.43543543543543545
69,0.8133133133133132
70,0.7052052052052051
71,0.4244244244244244
72,0.6166166166166166
73,0.8238238238238238
74,0.9159159159159158
75,0.23423423423423423
76,0.5625625625625625
77,0.9990673018021232
78,0.8238238238238238
79,0.642142142142142
80,0.11911911911911913
81,0.35035035035035034
82,0.18218218218218218
83,0.20770770770770772
84,0.93993993993994
85,0.04004004004004004
86,0.8238238238238238
87,0.48448448448448445
88,0.04704704704704705
89,0.4019019019019019
90,0.3038038038038038
91,0.6036036036036037
92,0.47197197197197194
93,0.14564564564564564
94,0.04354354354354355
95,0.8238238238238238
96,0.1946946946946947
97,0.11461461461461461
98,0.537037037037037
99,0.5625625625625625
100,0.5900900900900901
101,0.4019019019019019
102,0.9554554554554555
103,0.5900900900900901
104,0.4974974974974975
105,0.6301301301301301
106,0.6036036036036037
107,0.3408408408408409
108,0.5240240240240239
109,0.17117117117117117
110,0.55005005005005
111,0.06156156156156156
112,0.21421421421421422
113,0.09409409409409408
114,0.6036036036036037
115,0.3793793793793794
116,0.8968968968968969
117,0.17617617617617617
118,0.029029029029029027
119,0.642142142142142
120,0.7912912912912913
121,0.8643643643643644
122,0.3038038038038038
123,0.2542542542542543
124,0.24674674674674674
125,0.4974974974974975
126,0.5240240240240239
127,0.23423423423423423
128,0.2542542542542543
129,0.8553553553553553
130,0.9039039039039038
131,0.18218218218218218
132,0.642142142142142
133,0.3038038038038038
134,0.7287287287287287
135,0.3323323323323323
136,0.7287287287287287
137,0.43543543543543545
138,0.9159159159159158
139,0.7167167167167167
140,0.1946946946946947
141,0.996996996996997
142,0.8443443443443444
143,0.03003003003003003
144,0.9554554554554555
145,0.32182182182182184
146,0.3698698698698699
147,0.35035035035035034
148,0.3908908908908909
149,0.04354354354354355
150,0.2542542542542543
151,0.3128128128128128
152,0.35985985985985985
153,0.3038038038038038
154,0.7052052052052051
155,0.974974974974975
156,0.15065065065065064
157,0.22772772772772773
158,0.15065065065065064
159,0.17617617617617617
160,0.21421421421421422
161,0.9774774774774775
162,0.7052052052052051
163,0.9794794794794794
164,0.13963963963963963
165,0.55005005005005
166,0.43543543543543545
167,0.5240240240240239
168,0.05105105105105105
169,0.6921921921921922
170,0.11011011011011011
171,0.15065065065065064
172,0.6921921921921922
173,0.7547547547547548
174,0.35985985985985985
175,0.6546546546546547
176,0.24074074074074073
177,0.7052052052052051
178,0.9514514514514514
179,0.09409409409409408
180,0.22122122122122123
181,0.053553553553553554
182,0.017479979979980277
183,0.6801801801801801
184,0.05905905905905906
185,0.22122122122122123
186,0.32182182182182184
187,0.3038038038038038
188,0.10560560560560561
189,0.6676676676676676
